path,speaker,text
/root/autodl-tmp/UASpeech/audio/noisereduce/F02/F02_B2_C4_M7.wav,F02,[EN]ENTER[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/F02/F02_B2_CW29_M5.wav,F02,[EN]WORD[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/F02/F02_B2_CW16_M6.wav,F02,[EN]AS[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/F02/F02_B2_UW97_M8.wav,F02,[EN]BATH[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/F02/F02_B2_UW79_M7.wav,F02,[EN]DURABLE[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/F03/F03_B2_LZ_M7.wav,F03,[EN]ZULU[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/F03/F03_B2_CW22_M5.wav,F03,[EN]BE[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/F03/F03_B2_C13_M4.wav,F03,[EN]PASTE[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/F03/F03_B2_UW4_M2.wav,F03,[EN]PENNYWORTH[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/F03/F03_B2_CW63_M2.wav,F03,[EN]MAKE[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/F04/F04_B2_UW63_M8.wav,F04,[EN]BULRUSH[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/F04/F04_B2_LX_M3.wav,F04,[EN]XRAY[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/F04/F04_B2_UW41_M6.wav,F04,[EN]BATTLEFIELD[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/F04/F04_B2_CW65_M7.wav,F04,[EN]HIM[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/F04/F04_B2_CW75_M2.wav,F04,[EN]NO[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/F05/F05_B2_LT_M5.wav,F05,[EN]TANGO[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/F05/F05_B2_CW73_M8.wav,F05,[EN]SEE[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/F05/F05_B2_CW21_M7.wav,F05,[EN]AT[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/F05/F05_B2_UW8_M4.wav,F05,[EN]SHARPSHOOTER[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/F05/F05_B2_C15_M6.wav,F05,[EN]COPY[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M01/M01_B2_C16_M5.wav,M01,[EN]UPWARD[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M01/M01_B2_C17_M6.wav,M01,[EN]DOWNWARD[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M01/M01_B2_C18_M3.wav,M01,[EN]LEFT[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M01/M01_B2_CW13_M7.wav,M01,[EN]FOR[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M01/M01_B2_CW24_M6.wav,M01,[EN]HAVE[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M04/M04_B2_CW72_M3.wav,M04,[EN]GO[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M04/M04_B2_C1_M8.wav,M04,[EN]COMMAND[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M04/M04_B2_LK_M5.wav,M04,[EN]KILO[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M04/M04_B2_UW35_M8.wav,M04,[EN]ATROCIOUS[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M04/M04_B2_UW24_M8.wav,M04,[EN]ALOFT[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M05/M05_B2_UW62_M5.wav,M05,[EN]BULGE[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M05/M05_B2_CW17_M2.wav,M05,[EN]WITH[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M05/M05_B2_CW93_M3.wav,M05,[EN]DID[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M05/M05_B2_CW13_M2.wav,M05,[EN]FOR[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M05/M05_B2_UW10_M8.wav,M05,[EN]SUGAR[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M07/M07_B2_UW99_M5.wav,M07,[EN]FINGER[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M07/M07_B2_CW88_M7.wav,M07,[EN]NOW[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M07/M07_B2_UW74_M3.wav,M07,[EN]DELUGE[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M07/M07_B2_CW52_M6.wav,M07,[EN]OTHER[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M07/M07_B2_UW56_M2.wav,M07,[EN]BOTHER[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M08/M08_B2_UW4_M8.wav,M08,[EN]PENNYWORTH[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M08/M08_B2_CW48_M4.wav,M08,[EN]THEIR[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M08/M08_B2_CW10_M8.wav,M08,[EN]IT[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M08/M08_B2_UW55_M4.wav,M08,[EN]BOTH[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M08/M08_B2_UW30_M3.wav,M08,[EN]APOTHECARY[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M09/M09_B2_UW50_M4.wav,M09,[EN]BLITHE[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M09/M09_B2_UW92_M6.wav,M09,[EN]FISHING[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M09/M09_B2_CW78_M8.wav,M09,[EN]PEOPLE[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M09/M09_B2_UW39_M3.wav,M09,[EN]BATHE[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M09/M09_B2_UW72_M7.wav,M09,[EN]CONVULSION[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M10/M10_B2_LR_M2.wav,M10,[EN]ROMEO[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M10/M10_B2_UW3_M2.wav,M10,[EN]NUREMBERG[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M10/M10_B2_UW42_M7.wav,M10,[EN]BATTLEMENTS[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M10/M10_B2_CW58_M3.wav,M10,[EN]THESE[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M10/M10_B2_CW76_M2.wav,M10,[EN]WAY[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M11/M11_B2_UW57_M3.wav,M11,[EN]BOULEVARD[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M11/M11_B2_CW66_M7.wav,M11,[EN]INTO[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M11/M11_B2_LP_M5.wav,M11,[EN]PAPA[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M11/M11_B2_UW33_M7.wav,M11,[EN]APPROACH[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M11/M11_B2_CW43_M5.wav,M11,[EN]EACH[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M12/M12_B2_LU_M6.wav,M12,[EN]UNIFORM[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M12/M12_B2_UW29_M6.wav,M12,[EN]ANYTHING[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M12/M12_B2_C17_M4.wav,M12,[EN]DOWNWARD[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M12/M12_B2_UW6_M7.wav,M12,[EN]ROOF[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M12/M12_B2_UW82_M5.wav,M12,[EN]WATCH[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M14/M14_B2_CW7_M6.wav,M14,[EN]IS[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M14/M14_B2_LN_M2.wav,M14,[EN]NOVEMBER[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M14/M14_B2_CW53_M4.wav,M14,[EN]ABOUT[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M14/M14_B2_C19_M3.wav,M14,[EN]RIGHT[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M14/M14_B2_CW55_M6.wav,M14,[EN]MANY[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M16/M16_B2_UW13_M5.wav,M16,[EN]UNUSUAL[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M16/M16_B2_UW92_M8.wav,M16,[EN]FISHING[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M16/M16_B2_CW67_M8.wav,M16,[EN]TIME[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M16/M16_B2_CW33_M3.wav,M16,[EN]ALL[EN]
/root/autodl-tmp/UASpeech/audio/noisereduce/M16/M16_B2_UW94_M8.wav,M16,[EN]FEATHER[EN]